id,dvids_id,source_url,text
s123,news:442087,https://www.dvidshub.net/news/442087/csaf-visits-179th-airlift-wing-ahead-historic-mission-conversion,"MANSFIELD, Ohio -- U.S. Air Force Chief of Staff Gen. CQ Brown, Jr., visited with Airmen and leadership at the 179th Airlift Wing ahead of their historic mission conversion to a cyberspace wing, April 2, 2023."
s124,news:184282,https://www.dvidshub.net/news/184282/north-dakota-guard-receive-cyber-mission,"The North Dakota Army National Guard in 2018 will activate several information technology personnel positions to bolster the Department of Defense's cyberspace forces and defend critical military and civilian government computer network infrastructure. In a memo sent Wednesday, the National Guard Bureau announced that North Dakota will be one of several states to complement a regional Army National Guard Cyber Protection Team (CPT)."
s125,news:420563,https://www.dvidshub.net/news/420563/65th-cyberspace-squadron-rises-challenge-protect-cfscc-cspoc-cyber-threats,"VANDENBERG SPACE FORCE BASE. Calif. -- When the 614th Air and Space Communications Squadron was re-designated on June 23, 2021 as the 65th Cyberspace Squadron, it did not simply denote a name change. Rather, it signified an expanded mission and new responsibilities beyond repairing and maintaining communications equipment for the Combined Force Space Component Command (CFSCC) and Combined Space Operations Center (CSpOC), to a more aggressive and forward-looking organization that also heavily focuses on cyber defense."
s126,news:482784,https://www.dvidshub.net/news/482784/us-army-awards-gmlrs-rocket-contract-worth-up-41-billion,"Officials from the United States Army’s Program Executive Office Missiles and Space (PEO MS) and Army Contracting Command (ACC)– Redstone Arsenal executed an Undefinitized contract award for Guided Multiple Launch Rocket System (GMLRS) rocket production. The contract awarded to Lockheed Martin Missiles and Fire Control is worth $4.1 billion and will procure GMLRS, Extended-Range (ER) GMLRS missiles, and associated hardware."
s127,news:412384,https://www.dvidshub.net/news/412384/qa-admc-3-with-chess-product-lead-wayne-sok,"As the primary source for commercial off-the-shelf (COTS) IT hardware and software, and the preferred source for IT services, PEO EIS’s Computer Hardware Enterprise Software and Solutions (CHESS) product office offers a number of established indefinite delivery/indefinite quantity (IDIQ) contracts that allow for a faster, no-fee acquisition for the Army. Among the CHESS suite of contracts is the newly awarded Army Desktop Mobile Computing - 3 (ADMC-3). Wayne Sok, product lead for CHESS, gives insight into the third iteration of this hardware-focused vehicle and how it ensures Army customers are able to procure the newest technology as it hits the market."
s128,news:443940,https://www.dvidshub.net/news/443940/army-announces-contract-modification-guided-multiple-launch-rocket-system,"The Army awarded a modification to the Indefinite Delivery/Indefinite Quantity contract to Lockheed Martin Missiles and Fire Control on April 27, 2023 for full rate production for the Guided Multiple Launch Rocket System."
s129,news:331398,https://www.dvidshub.net/news/331398/air-force-contracting-process-enhanced-with-new-hybrid-funding-opportunity-announcement,"The Air Force Research Laboratory, serving as Department of Defense Executive Agent Program Office of the Defense Production Act Title III Program, has issued a hybrid Funding Opportunity Announcement that will provide extensive flexibility to efficiently award production technology projects to strengthen domestic manufacturing and the defense industrial base."
s130,news:486292,https://www.dvidshub.net/news/486292/us-army-awards-patriot-advanced-capability-3-contract-worth-up-3686-million,"On 29 October 2024, the Army awarded Lockheed Martin a contract modification with a not-to-exceed value of $752.3 million and current obligations of $368.6 million to support the increased production capacity of the Patriot Advanced Capability-3 Missile Segment Enhancement missiles."
s131,news:487018,https://www.dvidshub.net/news/487018/marine-corps-mobile-command-vehicle-mcv-production-remains-schedule-with-deliveries-beginning-january,"In June 2024, the Marine Corps awarded a production contract to Science Applications International Corporation (SAIC) for the Mobile Command Vehicle (MCV). This contract is a significant step towards enabling rapid emplacements, displacements, command and control (C2), and communications on the move supporting the ongoing modernization efforts of the Marine Corps."
s132,news:465878,https://www.dvidshub.net/news/465878/afwerx-funds-successful-kitted-maintenance-enclosure-product-improved-daf-fleet-sustainment,"WRIGHT-PATTERSON AIR FORCE BASE, Ohio (AFRL) — AFWERX, the DAF’s innovation arm and a functional directorate within the Air Force Research Laboratory, or AFRL, has awarded a Small Business Innovation Research, or SBIR, Direct to Phase II contract of approximately $1M to Miamisburg, Ohio-based company Cornerstone Research Group, Inc., or CRG, to fund the development of more sustainable and affordable maintainer fabricated enclosure kits, or MFEKs, to improve fleet readiness for the U.S. Air Force."
s133,news:440748,https://www.dvidshub.net/news/440748/multibillion-dollar-contract-produce-184-apaches-us-army-signed,"Representatives from the Army and Boeing signed a Multi-Year II (MY2) multibillion-dollar contract to acquire 184 new and remanufactured AH-64E Apache helicopters at the Boeing production facility in Mesa, Ariz., on March 17, 2023."
s134,news:382822,https://www.dvidshub.net/news/382822/former-navfac-far-east-employee-takes-top-honors-defense-acquisition-award,"Kimberly Granville, formerly the Naval Facilities Engineering Systems Command (NAVFAC) Far East Facility Support Contracts Product Line director, was recently named the 2020 Defense Acquisition Workforce Awards Program Manager of the Year in the in the Facilities Engineering category. These prestigious awards recognize individuals, teams, and organizations that demonstrated outstanding achievements and best practices in Department of Defense acquisition, according to the announcement."
s135,news:97855,https://www.dvidshub.net/news/97855/dcma-director-interacts-honors,"Defense Contract Management Agency Director Charlie E. Williams, Jr., visited the DCMA NASA Product Operations contract management office, and met with agency personnel assigned to various CMOs in the San Antonio area recently. During the visit Williams was able to speak with Keystone interns, answer questions, present awards and share the vision and focus areas of the agency."
s136,news:554241,https://www.dvidshub.net/news/554241/frontlines-precision-program-office-ground-weapons-system-advances-organic-precision-fires-light,"Quantico, VA – The Marine Corps has awarded production contracts to Teledyne FLIR and Anduril Industries to equip Marines with a lethal loitering munition capability. Each system brings a distinct set of strengths to be put to the test by Marines whose feedback will shape future increments."
s137,news:326175,https://www.dvidshub.net/news/326175/corps-moving-forward-with-full-rate-production-g-ator-system,"The Marine Corps has reached another acquisition milestone decision by gaining approval for full-rate production of the AN/TPS-80 Ground/Air Task-Oriented Radar system from the Assistant Secretary of the Navy for Research, Development and Acquisition on May 23, 2019. The G/ATOR system combines five legacy radar systems into a single, modernized solution with multiple operational capabilities, providing Marines with comprehensive situational awareness of everything in the sky."
s138,news:348918,https://www.dvidshub.net/news/348918/sometimes-software-doesnt-fit,"Software acquisition doesn’t really fit with the Federal Acquisition Regulation. What is it—a product or a service? The world of software acquisition, which I work in, is often overlooked and misunderstood, and for good reason. When it comes to information technology (IT) acquisition, hardware is what usually comes to mind because it’s the part you see and touch every day. I’d like to try to bring software out of the shadows so the challenges faced in acquiring it are more clearly understood. The Federal Acquisition Regulation (FAR) governs the acquisition process by which executive agencies of the U.S. government acquire supplies and services by contract. Issued pursuant to the Office of Federal Procurement Policy Act of 1974, the FAR has been updated over the years. But when it comes to establishing a multiple-award, indefinite delivery, indefinite quantity (IDIQ) contract for commercial off-the-shelf software, sometimes the FAR requirements just do not fit."
s139,news:409043,https://www.dvidshub.net/news/409043/corps-engineers-and-city-duluth-provide-information-2021-minnesota-point-beach-nourishment-and-section-111,"DULUTH, Minn., – The U.S. Army Corps of Engineers along with the City of Duluth provide information on the completion of 2021 Minnesota Point beach nourishment, maintenance dredging, beach cleanup and the congressionally funded Continuing Authorities Program (CAP) Section 111 study. The Corps of Engineers awarded the 2021 maintenance dredging contract July 14, 2021 to Sturgeon Bay, Wisconsin, based Roen Salvage Company. The Sturgeon Bay company dredged approximately 53,000 cubic yards (cy) of material from the Duluth-Superior Harbor navigation channel. This material nourished the beach on Minnesota Point. The Corps of Engineers originally planned to dredge and place nearly 100,000 cy. However, they reduced the amount of material due to stringent protocols and significant safeguards put in place to ensure the material was free from man-made debris. Stringent protocols included reducing the size of the transfer screen used to catch debris, adding contract conditions to monitor and stop production if debris is observed and increasing Corps of Engineers’ oversight of contactor operations."
s140,news:458680,https://www.dvidshub.net/news/458680/courage-commitment-and-covid-19-ja2-team-achieved-success-face-global-pandemic,"The U.S. held its collective breath this past May as President Biden declared the end of the Nation’s emergency response posture to the relentless COVID-19 pandemic. This announcement marked the culmination of a more than three-year long journey rife with challenges and uncertainties. At the heart of this victory story is the Joint Program Executive Office for Chemical, Biological, Radiological and Nuclear Defense’s (JPEO-CBRND) Joint Assisted Acquisition (JA2) team, whose unwavering dedication paved the way for the delivery of the medical countermeasures to move us out of a pandemic and into the new endemic state with the Coronavirus. This team was called upon to jump in the ring and helped procure more than 2 billion vaccines, 23 million therapeutics doses more than two billion needles and syringes, support for procurement of the President’s 1 billion test kit efforts and support to stand up a domestic medical countermeasure supply chain to protect the Nation from future public health emergencies. In May 2021, the Defense Department (DOD) signed a memorandum of understanding with the U.S. Department of Health and Human Services (HHS) to support the vaccine development and acquisition of the critical medical countermeasures our country needed to protect our civilians and service members from COVID-19 as the virus swept the globe. JA2 organized and led the acquisition efforts for DOD’s assisted acquisition teams to procure and deliver the medical countermeasures we needed around the globe to confront COVID-19 head-on. The DOD’s primary mission was clear – to provide essential contracting and project management support to tackle the complex challenges posed by the pandemic, orchestrating a cohesive and comprehensive government response. The expertise of the multi-faceted JA2 team comprised various lines of effort, each converging toward the ultimate success of the mission.Capacity Expansion: The Backbone of Resilience In a testament to their resilience, the JA2 team spearheaded the Capacity Expansion (CapEx) initiative, ensuring the domestic manufacturing capabilities of critical supplies could keep pace with this pandemic's demands and stood up critical manufacturing capabilities for our domestic medical supply chain at the same time. ""Our CapEx team ensured the Nation’s ability to manufacture COVID 19 vaccines to meet global demands. Our program expanded the industrial base for vaccine production by constructing additional filling lines, consumables production capabilities, vials manufacturing, and raw material development to reduce the US’ reliance on OCONUS manufacturing."" said, Stefanie Hagan, Joint Product Lead for CapEx. This achievement not only showcased the team's commitment but also contributed to the revival of the country's supply chain, generating an economic ripple effect of over $2 billion that was injected across 20 communities in the U.S. “This initiative not only constructed facilities to manufacture vaccines, vaccine components, fill vials, and packaging, it brought jobs to these communities. These facilities and communities will play a vital role in the event of future pandemics."" says Hagan. The JA2 CapEx team's influence extended to industrial base expansion (IBX) efforts, embarking on medical countermeasure raw materials manufacturing efforts across 22 states and territories. The team help ensure the successful investment of more than $2.4 billion over more than 20 initiatives; infusing the Nation's response capability with enhanced resilience and adaptability to face future crises.Vaccines, Therapeutics, and Enablers: An Unwavering Commitment Arguably the most significant feather in the JA2 team's cap was its instrumental role they played in procuring vaccines, therapeutics and enablers (VTE). The team acted as a conduit for the procurement of a range of vaccines and therapeutic products, facilitating the Nation's access to variant and pediatric boosters, as well as oral antivirals. The tangible impact extended beyond national borders, as the team coordinated the global donation of vaccines and therapeutics. ""With over $35 billion awarded, we successfully procured more than 2 billion vaccine doses and expertly pivoted to award booster dose contracts,"" proclaimed Drew Joyce, Joint Product Lead for VTE. This numerical testament highlighted the team's responsiveness and dedication to achieving the Nation's vaccination objectives. But what are vaccines if they cannot be administered or monitored for safety and efficacy? The team took this effort over the finish line by ensuring the seamless distribution of vaccines, the JA2 team procured over 1 billion needles and syringes from seven suppliers and delivered vital vaccine monitoring services.Screening and Diagnostics: Laying the Foundations At the core of the JA2 team's achievements was their procurement of screening and diagnostics (S&D) capabilities and the expansion of domestic manufacturing for screening and diagnostic materials. Additionally, the establishment of “Operation ET,” the $650 million school and community COVID testing program for students (kindergarten to 12th grade) and underserved populations served as a fundamental cornerstone to detection of the virus. One of the initiatives was a colossal 10-month effort to procure 910 million over-the-counter COVID-19 rapid antigen tests. These tests, acquired for U.S. Postal Service delivery and storage in the Strategic National Stockpile, exemplified the JA2 team's unswerving dedication to the health and safety of the Nation. These efforts provided the Nation with the necessary tools to identify and combat the virus over the many variant and subvariant waves of the pandemic. ""Our strategic direction set the stage for state-level implementation, ensuring comprehensive testing across various geographical regions with 42 U.S. manufacturing facilities built in 22 states and U.S. territories,"" explained Dr. Mike Ingram, Joint Product Lead for S&D, emphasizing the collaborative nature of the effort.The S&D team also successfully helped fulfill the President’s 1 billion test kit commitment. The team expanded production increases every month, allowing the U.S. to create 217 million tests, 1 billion swabs and 1.1 billion pipette tips per month – all essential for creating over-the-counter test kits individuals received in the mail or purchased at pharmacies. Future Preparedness The JA2 team’s efforts have left their mark on the future of bio-preparedness. Their efforts not only mitigated the immediate challenges of COVID-19 but created tools and capabilities to address emerging threats. By ensuring a more stable supply chain, cultivating a ready industrial base and fostering seamless coordination among government agencies, contractors, academia and industry experts, the JA2 team’s legacy will empower the nation to confront future crises with unshakable resolve. “In rewriting our narrative against COVID-19, the JA2 team has laid the groundwork for a more resilient future,” affirmed Nicole Kilgore, Deputy Joint Program Executive Officer for CBRN and lead for the JA2 program. “The tale of JA2’s contributions serve as a beacon of hope and a testament to the transformative potential of collaboration, innovation and forward-thinking in the face of adversity,” says Kilgore. As of September 30, 2023, the JPEO officially closed out of the MOU and completed the warm handover of the contracting and program management efforts for COVID-19 back to HHS. This is an important milestone for JA2 and the JPEO-CBRND. Over 30 contracts and agreements that helped JA2 achieve victory in the battle against COVID-19 seamlessly transferred from DOD to HHS, highlighting a successful collaboration and strategic transition. The JPEO-CBRND is returning to its traditional portfolio of developing CBRN defense capabilities, including medical countermeasures, for the joint force to keep warfighters safer in CBRN contested environments. Celebrating Those Who Served In August 2023, two years after the MOU was originally signed by DOD and HHS, the team gathered to mark the accomplishments and service to their mission. Some traveled to gather in person and many more tuned in remotely to commemorate the occasion. All staff who supported the efforts from across the JPEO-CBRND were recognized for their tireless efforts and contributions to accomplish the mission. Ms. Kilgore presided over the awards ceremony and presented staff with a JA2 certificate of appreciation and a JA2 challenge coin. The most meaningful aspect seemed to be getting the team together to reflect on the somber reason JA2 was stood up as well as the sacrifices and accomplishments from the team over the past three years of the JPEO’s service to the DOD, our Nation and the globe."
s141,news:357264,https://www.dvidshub.net/news/357264/nontraditional-contractors-deliver-waveforms,"As DOD seeks to spur development of new technology, its Rapid Innovation Fund provides the financial backing for the military to work with nontraditional defense contractors to bring promising capabilities to fruition. Lt. Col. Brian Wong, chief of market research for the U.S. Army Network Cross-Functional Team (N-CFT), and Dr. Sayeed Hasan, chief engineer for Product Manager Waveforms, assigned to the Program Executive Office for Command, Control and Communications – Tactical (PEO C3T), explained the process and preliminary outcome of their first Rapid Innovation Fund (RIF 2017) effort during a conversation conducted before the contract award. The cross-functional team and PEO C3T are using DOD’s Rapid Innovation Fund, which is intended to rapidly prototype and experiment with novel ideas from industry, and then deliver those capabilities into the hands of Soldiers in less than 12 months. They are currently implementing four separate Rapid Innovation Fund efforts. The fund is administered by the undersecretary of defense for research and engineering and the DOD Office of Small Business Programs to provide an avenue for nontraditional vendors to work with Army programs of record to rapidly insert their technologies into acquisition programs to meet specific defense needs. PEO C3T and the cross-functional team recently culminated RIF 2017, in which they teamed with the 1st Battalion, 504th Parachute Infantry Regiment (1/504 PIR), 1st Brigade Combat Team, part of the 82nd Airborne Division, to assess several commercial waveforms as part of an automated failover primary, alternate, contingency and emergency plan for Soldiers (automated failover is the process of automatically moving an application to a standby server in the event of a system compromise). Wong provided oversight of the entire operation, while Hasan coordinated radio training and operations."
s142,news:459375,https://www.dvidshub.net/news/459375/enduring-capability-jpeo-cbrnd-evolves-public-private-partnership-with-national-resilience,"Before the COVID-19 Pandemic, there were other smaller scale outbreaks such as SARS as well as the H1N1 pandemic flu scare in the early 2000s that triggered changes in public health approaches. One such change was the establishment of the Department of Defense Advanced Development and Manufacturing (DoD-ADM) Facility in Alachua, Florida. A Defense Advanced Research Projects Agency (DARPA)-sponsored evaluation of the U.S. Government’s biological medical countermeasure (MCM) response capacity conducted in 2009 following the H1N1 influenza spread, identified an unmet need to rapidly develop, license, and manufacture biological MCMs required to protect military and civilian populations during time of CBRN crisis, which includes naturally occurring Pandemics as well as deliberate attacks. From that report, a memorandum was created in 2010, by John O. Brennan, Assistant to the President for Homeland Security and Counterterrorism, to Robert M. Gates, Secretary of Defense, to “Establish agile and flexible advanced development and manufacturing capabilities to support the development, licensure, and production of medical countermeasures that address the needs of our military and the nation.” In 2009, the DoD was facing a bit of a Goldilocks issue. The quantities of medical countermeasures that they needed to produce were too small to attract interest from large and robust commercial pharmaceutical companies like Pfizer and Merck, yet they were too large and had regulatory challenges for small start-up biotech companies that often lacked experience with the FDA’s Animal Rule. The lack of an “in-between” manufacturer and an inability to have access to a production schedule when it was needed presented a gap in meeting the warfighters’ needs. In response to the memorandum, the Joint Program Executive Office for Chemical, Biological, Radiological and Nuclear Defense (JPEO-CBRND) spearheaded an effort to establish a public/private partnership to address the military’s unmet needs, giving the Government priority access for manufacturing of MCM’s in the event of a national emergency. Nanotherapeutics, Inc. (later rebranded as Ology Bioservices, Inc.) was awarded the contract to establish the DoD-ADM in 2013. Located in Alachua, Florida, the DoD-ADM is a biologics manufacturing facility capable of producing MCMs that protect the warfighter against chemical/biological warfare agents and emerging infectious diseases. In 2017, Ology Bioservices officially opened the DoD-ADM, a 183,000 sq. ft. biological multi-product development and drug substance manufacturing facility. At that time, the DoD-ADM facility included four independent processing suites, which are compliant with current Good Manufacturing Practices (cGMP) and International Standards Organization (ISO) 8 standards. In addition, these suites operate using biosafety practices up to and including BSL-31 , inclusive of all necessary safety and decontamination infrastructure measures. In April 2021, National Resilience (Resilience) acquired Ology Bioservices and continued supporting the DoD needs. Consistent with the public/private partnership, Resilience and the JPEO-CBRND through a cost share agreement expanded the manufacturing capability as a result to the global COVID pandemic needs with the addition of four more drug substance (BSL-2) process suites and supporting infrastructure, more than doubling the manufacturing capacity. In addition, the expansion included establishing a new automated drug product filling and packaging capability. The drug substance manufacturing capability became operational in the summer of 2022. The drug product filling and packaging capability is currently undergoing qualification and is set to be fully operational by the end of calendar year 2023. “We started with just one building in Alachua,” said Mr. Tim Schiavoni, Director of the Advanced Development Manufacturing Capability (ADMC) Program Office within JPEO-CBRND. “But now there is an entire campus that includes a separate building just for process development and two buildings for manufacturing drug substance, which more than doubles the previous capacity. Additionally, we are establishing an automated filling and packaging capability. This campus can now provide end-to-end production of medical countermeasures for the warfighter.” As a result of the DoD investments, the DOD-ADM Facility offers priority access to all infrastructure and manufacturing capabilities, which is unique in the commercial space; it is US-based manufacturing, when many products are now made OCONUS; and it possesses both cGMP compliant and BSL-3 (but not BSAT) capable operations, which is a rare combination of requirements. The DoD-ADM also provides access to FDA known manufacturing modalities and technologies that improve cost and accelerates production and regulatory approval. These technologies include monoclonal antibodies (mAbs), nucleic acid plasmids/DNA vaccines, and inactivated viral vaccines (using a proprietary Vero Cell line as the vector). Features of the DoD-ADM Facility include single-use/disposable technologies that allow for maximum flexibility through rapid changeover and reconfiguration; open “ballroom” room design and portable process equipment allowing for easy reconfiguration of work areas for multiple process operations; and utility segregation and uni-directional flow eliminating cross contamination while supporting multiple distinct products at once. The DoD-ADM Facility serves as an example of careful management of a public/private partnership delivering value for DoD. “This is a one stop shop for developing, scaling up, manufacturing, filling, and shipping products out, we can get everything done and into the hands of warfighters quickly,” Schiavoni said. Over the past ten plus years, the public/private partnership with the DoD has resulted in a fully functional facility that has produced multiple commercial and government funded biological MCMs, including monoclonal antibodies (mAb) to support Phase 1 clinical trials against Botulism Neurotoxin (BoNT) and COVID-19. Specifically, for BoNT JPEO-CBRND and the Defense Threat Reduction Agency (DTRA) Joint Science and Technology Office (JSTO) utilized the DoD-ADM to complete the development, manufacture, and regulatory advancement of a BoNT mAb. The BoNT mAb Investigational New Drug (IND) application was submitted to the FDA 26 Nov 2019, allowing for subsequent Phase 1 and Phase 2 Clinical Trials. This program is now earmarked to be placed in the JPL CBRND EB’s Rapid Access to Products in Development (RAPID) Program. At its inception, the DoD-ADM operated under a unique paradigm of a traditional Contractor Owned, Contractor Operated (COCO) facility, in which the contractor owned the land and exterior building shell, but all the facility’s interior infrastructure needed for the development and manufacturing of MCMs were funded and owned by the DoD and subsequently sustained by DoD funds. This arrangement of both public (DoD) funds and private (contractor) funds allowed the DoD to have priority access to the MCM manufacturing capability when needed while simultaneously allowing the contractor to seek out commercial work. However, in FY22, this arrangement entered a new chapter when the JPEO-CBRND transferred ownership and sustainment of the USG-funded portion of the capability over to the contractor in exchange for continued priority access along with no sustainment costs being funded by the DoD. The result was that the government still has priority access to the entire facility, but now without the financial and logistical burden of owning and maintaining the equipment. This transition demonstrates the new agile and entrepreneurial environment of the government post COVID-19. The transition also shows how a public/private partnership can make iterative improvements by implementing feedback, lessons learned, and being flexible as needs arise to meet the needs of the joint force. The way that the JPEO-CBRND maintained and implemented changes to the DoD-ADM facility to ensure it could remain an asset and have all the pieces needed to rapidly respond, demonstrates how lessons learned were implemented to evolve and keep the DoD-ADM as a state-of-the-art facility. “Through this transition, we were able to evolve the public/private relationship and pivot to maintaining priority access without incurring continued maintenance costs,” Schiavoni said. Funds that were previously earmarked to sustain the capability are now being used to not only establish new manufacturing technologies such as inactivated viral vaccines and cell-free protein synthesis, but also optimize existing operations like media/buffer preparation and quality control analysis of products to ensure the facility continues to be a rapid response center of excellence for the warfighter. Standing up a facility and working with the public to ensure it has the credentials, equipment and specialties needed for government use, without fully owning it, is a model that JPEO-CBRND may follow again in the future. “As the government we have the need, the requirements, and the specializations needed to create facilities that can ensure our warfighters have products they need to be protected quickly,” said Bruce Goodwin, Joint Project Lead for CBRND Enabling Biotechnologies. “In the government, we usually hold onto and use our own facilities behind our gates, but this is a new way of doing things. We can work with public companies to set these facilities up, get them running and be able to have access to them when needs arise, but otherwise the facilities can be supported by non-government commercial entities. By setting things up but not owning and maintaining it forever, it allows us to save time and money in the long run while still supporting our defense needs,” said Goodwin. JPEO-CBRND is proud of the work it accomplished in standing up the DoD-ADM and looks forward to building additional partnerships to support rapid response and maintain readiness while building the Army of 2030 and beyond."
s143,news:433669,https://www.dvidshub.net/news/433669/ribbon-cutting-ushers-new-barracks-enhancing-soldiers-quality-life,"FORT POLK, La. — A ribbon cutting took place Nov. 17 in front of the newly completed 3rd Brigade Combat Team, 10th Mountain Division barracks, building 2277, at Joint Readiness Training Center and Fort Polk. The barracks renovation project is a Fort Polk quality of life initiative aimed at improving facilities across the installation. The contract was awarded to Sauer Inc. in 2018 as a design build project by the U.S. Army Corps of Engineers. Brig. Gen. David W. Gardner, JRTC and Fort Polk commanding general, was the key note speaker for the ceremony. Gardner’s top priorities are taking care of people and building readiness. “Those two things can’t be done without the other. We can’t build readiness without taking care of people. We are continuing to work on the quality of life at JRTC and Fort Polk for our people and Families so they can excel at their jobs, build successful careers and lives in the Army, thereby increasing our ability to fight and win on tomorrow’s battlefield,” Gardner said. Over the last 10 years JRTC and Fort Polk began a $500 million dollar project to restore 34 barracks. There are 26 completed. This is the 27th, and the final seven are scheduled to be completed over the next few months. “It’s a good day when we open a barracks. Cutting this ribbon gives our Soldiers a great place to live,” Gardner said. “These types of projects matter and make a difference in our Soldiers lives and are among the top priorities on this installation. This is where the rubber meets the road when we say Fort Polk is a quality of life installation. What we are doing here and within the Army to modernize our facilities and improve the quality of life for our Soldiers proves that.” The barracks was a $17 million dollar renovation project. It consisted of raising the ceilings, improving the lighting and converting existing two-bedroom areas to larger one-bedroom suites. Other improvements included removing and replacing the roof, new exterior walls, windows, fire protection systems, interior walls, doors, insulation, interior finishes, floors, ceilings, plumbing and more. “The new furniture is going in, and soon we will have Soldiers moving into these barracks,” Gardner said. Brandon Furlow, Fort Polk Directorate of Public Works engineer and project manager, said the barracks project was a complete renovation down to the concrete masonry unit walls. “The magnitude of the project and sheer work that went into gutting the barracks was tough, but it was worth it. We built it back while improving the finished product,” Furlow said. The construction on the barracks project took roughly two years. “I believe it was awarded in 2018, but COVID-19 pushed it back,” Furlow said. Furlow said he is proud to work at Fort Polk. “These kinds of projects are why I work at Fort Polk. I want to help Soldiers and their Families improve their quality of life. Helping provide them with top-of-the-line, high-quality living quarters is what it’s all about,” Furlow said. In closing, Gardner thanked all who helped make the barracks a reality."
s144,news:458780,https://www.dvidshub.net/news/458780/dod-supported-lifesaving-autoinjector-combat-ultra-potent-opioid-exposure-available-through-dla,"FORT DETRICK, MD – Long approved for pain control in civilian and military medicine, synthetic opioids are substances that are created in a laboratory and act on the same targets in the brain as natural opiates like morphine and codeine. However, while developed with the best of intentions for pain relief, synthetic opioids such as fentanyl and carfentanil are also currently the main cause of drug overdose deaths in the United States. Ultra-potent versions of synthetic opioids are also believed to have been utilized by Russian special forces to incapacitate Chechen terrorists during a hostage rescue in the Dubrovka theatre in Moscow in 2002, resulting in the death of 127 hostages from the opioid exposure. The possibility of these being utilized as chemical weapons by terrorists or within the chemical, biological, radiological, and nuclear (CBRN) battlespace is very real. In the event of an ultra-potent opioid attack, commercial off-the-shelf treatments require multiple doses, and the response presents challenges to emergency personnel in chemical protective gear. But hope is on the horizon and a lifesaving product to combat ultra-potent opioid exposure is now readily available to warfighters and emergency responders with the click of a mouse. Tasked with delivering a lifesaving pharmaceutical to service members who may be exposed to ultra-potent opioids, the Joint Project Manager for Chemical, Biological, Radiological, and Nuclear Medical’s (JPM CBRN Medical) Rapid Opioid Countermeasure System (ROCS) program, through partnership with kaléo, Inc., and with funding from the Chemical and Biological Defense Program (CBDP), developed and delivered a high-dose naloxone autoinjector (NAI) as a rescue treatment to counter opioid poisoning in less than three years. This NAI is a pre-filled autoinjector containing 10 milligrams of the opioid antagonist naloxone and can be administered via self- or buddy-aid into the front or side of the thigh through clothing, even chemical protection gear such as Mission Oriented Protective Posture, or “MOPP.” The JPM CBRN Medical is a component of the Joint Program Executive Office for Chemical, Biological, Radiological and Nuclear Defense (JPEO-CBRND). On February 28, 2022, the U.S. Food and Drug Administration approved the 10-milligram NAI for use by military personnel and chemical incident responders for two uses: the first for the emergency treatment of individuals 12 years and older for suspected use of high potency opioids, such as fentanyl analogues as a chemical weapon, and the second as a temporary prevention against respiratory depression, central nervous system depression, or both in military personnel and chemical incident responders entering an area contaminated with high-potency opioids. To then bring this critical capability to the Services, the JPM CBRN Medical logistics team, in collaboration with the DLA Troop Support (TS), worked diligently to add the NAI to the DLA’s Pharmaceutical Prime Vendor Program (PPV). The PPV program is an innovative contract method used to provide drugs and other pharmaceuticals to our nations and Veterans, and other federal Government agencies. It is a concept of support whereby a prime commercial distributor serves as the provider of a broad range of drugs and pharmaceuticals, providing drugs directly to the customer and eliminating the need for managing large inventories at military facilities. On June 01, 2023, a Distribution and Pricing Agreement (DAPA) was awarded to MacleanRx, facilitating addition of the 10mg NAI to the PPV program and allowing immediate availability to the Joint Services with deployed units to rapidly acquire as needed via National Stock Number (NSN) 6505-01-699-8878. For more information about the PPV program, visit: https://www.medical.dla.mil/Portal/PrimeVendor/PvPharm/PharmPVOverview.aspx. “Convenient access to this lifesaving product is critical for operational readiness for service members, first responders like police, firefighters, and EMS, and border patrol at risk to ultra-potent opioid exposure,” said Joint Project Manager for CBRN Medical Col. Matthew Clark. “Of course, the hope is that this capability will never be needed on or off the battlefield, but its availability in the PPV program will ensure that we have the capability, if and when we need it, allowing us to effectively combat CBRN threats.” Delivery of this fast-acting opioid therapeutic increases warfighter readiness, supports Defense Support to Civil Authorities across the homeland, and reduces operational risk to potent opioid exposure. Access to a point-of-injury countermeasure like the 10-milligram NAI is a major step forward to protect and maintain the readiness of the Joint Force while also supporting all who serve Americans across the country and around the world."
s145,news:461701,https://www.dvidshub.net/news/461701/new-air-defense-system-advances-corps-air-dominance,"In December, Program Executive Officer Land Systems successfully tested the Marine Air Defense Integrated System, or MADIS, low-rate initial production model, hitting several launched drones during a live-fire test at the Yuma Proving Ground in Arizona."
s146,news:495838,https://www.dvidshub.net/news/495838/revolutionizing-air-force-logistics-low-rollers-project-enhances-efficiency-and-reduces-strain-with-low-rolling-resistance-tires,"Low Rolling Resistance (LRR) tires has the ability to give relief to aircraft and equipment maintainers across the Air Force moving AGE around the flight line efficiently while also reducing strain on personnel. By improving mobility and requiring less effort to transport heavy equipment, these tires will streamline operations and enhance overall productivity. This initiative aims to revolutionize the way the Air Force handles logistics, making ground operations smoother, more efficient, and less physically demanding for Airmen."
